NO. ,DOI Number,Author,Publication Date,Chemical Formula,Material,Metal,A Cation,ETL,Substrate,Solvent,Full Device,Perovskite Thickness (nm),Temperature Fabrication,Relative Humidity,Bandgap,Open-Circuit Voltage (Voc),Short-Circuit Current Density (Jsc),Fill Factor (FF),PCE%
157,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,PCBM-60,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | PCBM-60 | AZO-c,500,80,30,1.6,1.07,14.5,0.32,5
158,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,PCBM-60 | SnO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | PCBM-60 | SnO2-c | AZO-c,500,85,35,1.6,0.98,11.7,0.21,2.4
159,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,PCBM-60 | SnO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | PCBM-60 | SnO2-c | AZO-c,500,85,50,1.6,1.07,17.6,0.56,10.4
160,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,PCBM-60 | SnO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | PCBM-60 | SnO2-c | AZO-c,500,75,20,1.6,1.03,16.3,0.56,9.4
161,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,PCBM-60 | SnO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | PCBM-60 | SnO2-c | AZO-c,500,75,30,1.6,1.09,16.7,0.58,10.5
162,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | SnO2-c | AZO-c,500,75,35,1.6,0.69,4.1,0.19,0.5
163,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | SnO2-c | AZO-c,500,71,20,1.6,0.63,2.5,0.15,0.2
164,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | SnO2-c | AZO-c,500,88,15,1.6,0.61,3,0.2,0.4
165,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,500,88,50,1.6,1.12,19.6,0.69,15.3
166,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,500,86,30,1.6,1.11,20.1,0.69,15.5
167,10.1021/acsaem.0c02405,Hultqvist et al.,04/01/2021,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2-c,SLG | FTO,DMF; DMSO,SLG | FTO | NiO-c | Perovskite | SnO2-c | AZO-c,500,60,20,1.6,0.67,0.4,0.17,3.5
168,10.1002/aenm.202003460,Li et al.,25/01/2021,MAPbI,Methylammonium Lead Iodide (MAPbI₃),Pb,MA,C60 | BCP,SLG | ITO,2-methoxyethanol; DMSO,A.R.C. | SLG | ITO | 2PACz | Perovskite | C60 | BCP | Cu,800,100,10,1.59,1.138,23.67,0.77,20.55
169,10.1002/aenm.202003460,Li et al.,25/01/2021,MAPbI,Methylammonium Lead Iodide (MAPbI₃),Pb,MA,C60 | BCP,SLG | ITO,2-methoxyethanol; DMSO,A.R.C. | SLG | ITO | 2PACz | Perovskite | C60 | BCP | Cu,800,90,10,1.58,1.119,23.686,0.76,19.59
170,10.1002/aenm.202003460,Li et al.,25/01/2021,MAPbI,Methylammonium Lead Iodide (MAPbI₃),Pb,MA,C60 | BCP,SLG | ITO,2-methoxyethanol; DMSO,A.R.C. | SLG | ITO | 2PACz | Perovskite | C60 | BCP | Cu,800,124,10,1.58,1.085,19.778,0.718,14.89
171,10.1016/j.matt.2020.11.011,Guangbao Wu et al.,03/02/2021,MA3Pb4,Methylammonium Lead(II) Halide,Pb,MA,C6O | BCP,Glass | ITO,DMF | CB,Glass | ITO | C6O | BCP | PTAA | Pb,500,100,30,1.62,1.25,19.33,76,18.42
172,10.1021/acsenergylett.0c02445,Lidón Gil-Escrig et al.,06/02/2021,CsFAPbBrI,"Cesium formamidinium lead bromide–iodide (CsFAPb(Br,I)₃)",Pb,Cs; FA,C60 | BCP,SLG | ITO,DMF; DMSO,ITO | MoO3 | TaTm | Perovskite | C60 | BCP | Ag,500,100,10,1.7,1.142,18.3,0.775,16.2
173,10.1021/acsenergylett.0c02445,Lidón Gil-Escrig et al.,06/02/2021,CsFAPbBrI,"Cesium formamidinium lead bromide–iodide (CsFAPb(Br,I)₃)",Pb,Cs; FA,C60 | BCP,SLG | ITO,DMF; DMSO,ITO | MoO3 | TaTm | Perovskite | C60 | BCP | Ag,500,100,10,1.73,1.151,17.7,0.775,15.9
174,10.1021/acsenergylett.0c02445,Lidón Gil-Escrig et al.,06/02/2021,CsFAPbBrI,"Cesium formamidinium lead bromide–iodide (CsFAPb(Br,I)₃)",Pb,Cs; FA,C60 | BCP,SLG | ITO,DMF; DMSO,ITO | MoO3 | TaTm | Perovskite | C60 | BCP | Ag,500,100,10,1.75,1.179,17,0.803,16.2
175,10.1021/acsenergylett.0c02445,Lidón Gil-Escrig et al.,06/02/2021,CsFAPbBrI,"Cesium formamidinium lead bromide–iodide (CsFAPb(Br,I)₃)",Pb,Cs; FA,C60 | BCP,SLG | ITO,DMF; DMSO,ITO | MoO3 | TaTm | Perovskite | C60 | BCP | Ag,500,100,10,1.77,1.208,16.6,0.761,15.5
176,10.1039/d1sc00359c,Linghai Zhang et al.,22/03/2021,MA2PbI4,Bis(methylammonium) lead(II) tetraiodide,Pb,MA,PCBM,ITO,DMF | CB,ITO | PCBM | PSS | Pb,200,100,30,2.4,1.5,10,70,10.5
177,10.1039/d1ma00020a,Angus Mathieson et al.,28/03/2021,MAPbX3,Methylammonium Lead Halide,Pb,MA,SnO2,FTO,DMF | CB,FTO | SnO2 | Spiro-OMeTAD | Pb,550,100,30,1.6,1.09,23,79,19.8
178,10.1039/d1ma00196e,Carlos A. LÃ³pez et al.,07/04/2021,NH3PbX3,Methylammonium Lead Halide,Pb,NH3,PCBM | C6O,ITO,DMF | DMSO,ITO | PCBM | C6O | PSS | Pb,400,80,10,1.902,1.05,18,70,13.3
179,10.1039/d0na00939c,Shiqi Sui et al.,04/05/2021,SnxPb1,Formamidinium Tin-Lead Triiodide,Sn,FA,TiO2 | SnO2,FTO,DMF | CB,FTO | TiO2 | SnO2 | Spiro-OMeTAD | Sn,500,140,30,3.03,1.72,7.5,70,8.9
180,10.1016/j.matt.2021.04.025,Fazel Bateni et al.,07/07/2021,CsPbCl3,Cesium Lead Chloride,Pb,Cs,SnO2,FTO | ITO,DMF | DMSO,FTO | ITO | SnO2 | Perovskite | Spiro-OMeTAD | Pb,800,150,30,1.55,1.25,23,81,22
181,10.1039/d1ma00491c,Cameron C. L. Underwood et al.,09/07/2021,A2Pb1,Bis(phenethylammonium) lead(II) tetraiodide,Pb,PEA; BA; EA,PCBM,ITO,DMF | CB,ITO | PCBM | PSS | Pb,500,80,10,1.55,0.85,26,75,16.5
182,10.1039/d1ma00561h,Arindam Mondal et al.,26/07/2021,R2PbX4,Bis(Ethylammonium) Lead(II) Tetrahalide,Pb,PEA; BA; EA,PCBM,ITO,DMF | CB,ITO | PCBM | PSS | Pb,500,250,40,2.33,1.3,14.5,75,14
183,10.1002/adfm.202105734,Xi et al.,26/07/2021,FAPbSnI,Formamidinium Lead Tin Iodide,Pb; Sn,FA,C60 | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Al,260,125,50,1.257,0.66,20.64,0.59,8.01
184,10.1002/aenm.202003460,Li et al.,18/10/2021,MAPbI,Methylammonium Lead Iodide,Pb,MA,C60 | BCP,SLG | ITO,2-methoxyethanol; DMSO,A.R.C. | SLG | ITO | 2PACz | Perovskite | C60 | BCP | Cu,800,100,50,1.59,1.138,23.67,0.77,20.55
185,10.1002/aenm.202003460,Li et al.,18/10/2021,MAPbI,Methylammonium Lead Iodide,Pb,MA,C60 | BCP,SLG | ITO,2-methoxyethanol; DMSO,A.R.C. | SLG | ITO | 2PACz | Perovskite | C60 | BCP | Cu,800,92,35,1.58,1.119,23.686,0.76,19.59
186,10.1002/aenm.202003460,Li et al.,18/10/2021,MAPbI,Methylammonium Lead Iodide,Pb,MA,C60 | BCP,SLG | ITO,2-methoxyethanol,A.R.C. | SLG | ITO | 2PACz | Perovskite | C60 | BCP | Cu,800,86,34,1.58,1.085,19.778,0.718,14.89
187,10.1016/j.xcrp.2021.100601,Siraj Sidhik et al.,20/10/2021,MA3Pb2I9,Trimethylammonium Dilithium Enneaiodide (Layered),Pb,MA,SnO2,FTO,DMF | CB,FTO | SnO2 | Li-doped NiOx | Pb,500,150,30,1.63,1.22,20.37,75,17.3
188,10.1016/j.xcrp.2021.100648,Jinsun Kim et al.,12/11/2021,(5-AVA)MAPbI,5-Ammonium Valeric Acid Methylammonium Lead Iodide,Pb,(5-AVA); MA,TiO2-c | TiO2-mp | ZrO2-mp,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp,DMF | DMSO,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Graphite | Perovskite,500,60,30,1.55,0.829,24.7,0.7,14.4
189,10.1016/j.xcrp.2021.100648,Jinsun Kim et al.,12/11/2021,(5-AVA)CsMAPbI,5-Ammonium Vacid Cesium Methylammonium Lead Iodide,Pb,(5-AVA); Cs; MA,TiO2-c | TiO2-mp | ZrO2-mp,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp,DMF | DMSO,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Graphite | Perovskite,500,60,30,1.6,0.863,24.8,0.67,14.3
190,10.1016/j.xcrp.2021.100648,Jinsun Kim et al.,12/11/2021,(5-AVAI)CsFAMAPbI,5-Ammonium Valeric Acid Iodide Cesium Formamidinium Methylammonium Lead Iodide,Pb,(5-AVAI); Cs; FA; MA,TiO2-c | TiO2-mp | ZrO2-mp,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp,DMF | DMSO,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Graphite | Perovskite,500,60,30,1.55,0.814,20.9,0.55,9.32
191,10.1039/d1ma01135a,Eti Mahal et al.,20/01/2022,(PEA)2PbI4,Bis(Phenethylammonium) Lead(II) Tetraiodide,Pb,PEA,PCBM | C6O,ITO,DMF | CB,ITO | PCBM | C6O | PSS | Pb,500,100,40,2.33,1.3,14.5,75,14
192,10.1039/d1ma01232k,Cameron Underwood et al.,24/01/2022,APbI3,Formamidinium Lead(II) Triiodide,Pb,MA; FA; Cs,C6O | PCBM,ITO,DMF | CB,ITO | C6O | PCBM | PSS | Pb,600,80,5,1.41,0.8,28.5,75,17.1
193,10.1021/acsenergylett.1c02836,Kim et al.,28/02/2022,MAPbBr,Methylammonium Lead Tribromide,Pb,MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,400,100,30,2.3,1.191,4.43,0.715,2.31
194,10.1021/acsenergylett.1c02847,Park et al.,02/03/2022,MAAgPbBr,Methylammonium Silver Lead Tribromide,Ag; Pb,MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,400,100,30,2.3,0.902,3.65,0.72,2.1
195,10.1021/acsenergylett.1c02853,Venugopalan et al.,11/03/2022,MAAgPbBr,Methylammonium Silver Lead Tribromide,Ag; Pb,MA,TiO2-c | TiO2-mp,SLG | FTO,DMF; DMSO,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,400,105,30,2.3,1.188,3.42,0.735,2.35
196,10.1016/j.isci.2022.104057,Marta Morana et al.,15/04/2022,DA2PbI4,Bis(Dodecylammonium) Lead(II) Tetraiodide,Pb,DA; DAPAI,PCBM,ITO,DMF | Toluene,ITO | PCBM | PSS | Pb,730,150,30,2.28,1.25,15.5,75,14.5
197,10.1039/d2ma00258b,Lina Jaya Diguna et al.,17/05/2022,BA2PbBr4,Bis(butylammonium) lead(II) tetrabromide,Pb,BA,TiO2,FTO | ITO,DMF | DMSO,FTO | ITO | TiO2 | Perovskite | Spiro-OMeTAD | Pb,500,100,30,3.44,1.05,23,78,18.5
198,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,150,20,1.63,0.627,3.86,0.22,0.58
199,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,120,20,1.63,0.675,9.61,0.23,1.58
200,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,120,28,1.63,0.768,21.22,0.42,7.07
201,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,149,40,1.63,0.891,21.59,0.49,9.46
202,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,110,36,1.63,0.874,20.41,0.44,7.81
203,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,139,20,1.63,0.691,18.4,0.44,6.79
204,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,96,26,1.63,0.836,20.79,0.53,8.2
205,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,245,33,1.63,0.878,19.33,0.46,8.89
206,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,260,37,1.63,0.885,20.91,0.53,10.16
207,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,244,30,1.63,0.868,19.96,0.49,8.78
208,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,222,25,1.63,0.73,21.6,0.48,7.61
209,10.21203/rs.3.rs-1722290/v1,Dagar et al.,03/06/2022,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,SnO2,SLG | ITO,DMF; DMSO; GBL,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,650,120,44,1.63,0.935,20.84,0.59,11.74
210,10.1016/j.isci.2022.104450,Alberto Cuquejo-Cid et al.,17/06/2022,(PEA)2PbI4,Bis(phenethylammonium) lead(II) tetraiodide,Pb,PEA,SnO2,FTO | ITO,DMF | DMSO,FTO | ITO | SnO2 | Perovskite | Spiro-OMeTAD | Pb,500,100,30,1.55,1.1,24.28,74.21,20.06
211,10.1016/j.matt.2022.04.030,Jiali Peng et al.,06/07/2022,BA2PbBr4,Bis(butylammonium) lead(II) tetrabromide,Pb,BA,SnO2,FTO,DMF | CB,FTO | SnO2 | Spiro-OMeTAD | Pb,550,140,30,1.65,1.15,21,80,19.3
212,10.1038/s43246-022-00285-9,Tik Lun Leung et al.,06/09/2022,PEA2PbI4,,Pb,PEA,C6O | SnO2,ITO | SnO2,DMF | DMSO,ITO | SnO2 | C6O | SnO2 | PTAA | Pb,500,100,40,2.43,1.3,14.5,0.75,14
213,10.1016/j.mtchem.2023.101455,D. Kowal et al.,13/02/2023,EA2PbBr4,Bis(phenethylammonium) lead(II) tetrabromide,Pb,PEA,C6O | SnO2,ITO | SnO2,DMF | DMSO,ITO | SnO2 | C6O | SnO2 | PTAA | Pb,500,100,40,2.43,1.3,14.5,75,14
214,10.1016/j.matt.2023.02.003,Xiao Yang et al.,05/04/2023,CsPbX3,Cesium Lead Halide,Pb,Cs,TiO2 | ZnO,ITO,ODE | OLA,ITO | TiO2 | ZnO | PTAA | NiOx | Pb,150,80,30,2.39,1.5,10,70,10.5
215,10.1016/j.orgel.2023.106843,Mari Carmen LÃ³pez-GonzÃ¡lez et al.,30/04/2023,MAPbX3,Methylammonium Lead Halide,Pb,MA,PCBM,ITO,DMF | DMSO,ITO | PCBM | PSS | Pb,500,100,30,0.08,1.14,21.1,79.5,19.1
216,10.3390/ma16155352,Sahayaraj et al.,25/07/2023,FAPbI3,Formamidinium lead iodide - (FAPbI3),Pb,FA,TiO2-c| TiO2-mp,SLG | FTO,DMF;DMSO,SLG|FTO|TiO2-c|TiO2-mp|Perovskite|Spiro-MeOTAD|Au,750,150,44,1.54,0.96,29.5,0.78,0.22
217,10.1039/d3sc02109b,Keqiang Chen et al.,27/07/2023,CsPbX3,Cesium Lead Halide,Pb,Cs,TiO2,FTO | ITO,n-Hexane | TBA,FTO | ITO | TiO2 | Perovskite | Spiro-OMeTAD | Pb,500,25,40,1.73,1.2,20,80,21
218,10.1039/d3ma00285c,Luo et al.,02/08/2023,FAPbI3,Formamidinium lead iodide - (FAPbI3),Pb,FA,SnO2,PET | ITO,deionized water| IPA (2-propanol),ITO/SnOâ‚‚/perovskite/Spiro-OMeTAD/Ag PSCs,3000,100,23,1.59,0.8,12,0.69,17.7
219,10.1039/d3sc02946h,Yu Ma et al.,31/08/2023,MAxPb2,Bis(methylammonium) lead(II) tetrahalide,Pb,MA,TiO2 | SnO2,FTO,DMF | DMSO,FTO | TiO2 | SnO2 | Spiro-OMeTAD | Pb,550,100,40,2.33,1.5,13,72,14
220,10.1016/j.matt.2023.06.040,Tonghui Wang et al.,06/09/2023,CsyPb,Dicesium Lead Tetrahalide,Pb,Cs,PCBM | C6O,ITO,DMF | CB,ITO | PCBM | C6O | PSS | Pb,200,140,25,1.7,1.25,17.5,80,17
221,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.613,20.659,0.553,6.99
222,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.615,20.596,0.531,6.72
223,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.63,16.92,0.555,5.9
224,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.628,19.122,0.594,7.13
225,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.613,17.632,0.475,5.13
226,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.612,14.597,0.51,4.55
227,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.571,19.953,0.457,5.2
228,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.594,21.11,0.484,6.06
229,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.493,20.32,0.539,5.39
230,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.453,21.596,0.528,5.16
231,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100﻿,30,1.42,0.488,19.343,0.518,4.88
232,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400,100,30,1.42,0.479,20.885,0.497,4.97
233,10.1002/solr.202300770,Cuzzupè G. et al.,11/10/2023,(PEA)FASnI,Phenylethylammonium Formamidinium Tin Iodide,Sn,(PEA); FA,ICBA | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | PEDOT:PSS | Perovskite | ICBA | BCP | Ag,400﻿,100,30,1.42,0.416,17.174,0.581,4.15
234,10.3390/cryst13111566,Yang et al.,02/11/2023,CsPbBr3,cesium lead bromide - (CsPbBr3),Pb,Cs,Ti3C 2Tx|O-Ti3C 2Tx|SnO2,SLG|SiO 2|Si,C7H8| C4H8O2,FTO| CsPBr3 | Ti 3C 2| Au | FTO | CsPBr3C2Tx | Au,700,140,30,1.6,1.444,8.54,0.7308,9.01
235,10.1016/j.xcrp.2023.101739,Yi Wei et al.,20/12/2023,MA8Pb9,Phenethylammonium Methylammonium Lead(II) Halide,Pb,MA,PCBM,ITO,DMF | CB,ITO | PCBM | PSS | Pb,500,100,25,1.59,1.07,21.2,67,15.09
236,10.1016/j.xcrp.2024.102058,Chen Chen et al.,17/07/2024,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,PAA | PCBM-60 | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | 2PACz | Perovskite | PAA | PCBM-60 | BCP | Ag,690,120,20,1.54,1.09,19.9,0.722,15.67
237,10.1016/j.xcrp.2024.102058,Chen Chen et al.,17/07/2024,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,PAA | PCBM-60 | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | 2PACz | Perovskite | PAA | PCBM-60 | BCP | Ag,690,120,20,1.54,1.052,18.4,0.718,13.86
238,10.1016/j.xcrp.2024.102058,Chen Chen et al.,17/07/2024,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,PAA | PCBM-60 | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | 2PACz | Perovskite | PAA | PCBM-60 | BCP | Ag,690,120,20,1.54,1.03,17.1,0.71,12.56
239,10.1016/j.xcrp.2024.102058,Chen Chen et al.,17/07/2024,CsFAMAPbBrI,Cesium Formamidinium Methylammonium Lead Bromoiodide,Pb,Cs; FA; MA,PAA | PCBM-60 | BCP,SLG | ITO,DMF; DMSO,SLG | ITO | 2PACz | Perovskite | PAA | PCBM-60 | BCP | Ag,690,120,20,1.54,1.02,15.7,0.689,11.06
